user_id,movie_id,rating,rating_normalized
1,160,4,0.75
184,321,5,1.0
54,595,3,0.5
94,343,4,0.75
128,508,4,0.75
23,323,2,0.25
301,227,3,0.5
301,191,3,0.5
112,903,1,0.0
82,183,3,0.5
222,724,3,0.5
218,430,3,0.5
308,1197,4,0.75
133,751,3,0.5
215,212,2,0.25
69,256,5,1.0
254,662,4,0.75
104,984,1,0.0
63,1067,3,0.5
267,410,4,0.75
240,879,3,0.5
286,237,2,0.25
294,271,5,1.0
90,1086,4,0.75
18,26,4,0.75
92,229,3,0.5
308,649,4,0.75
144,89,3,0.5
191,302,4,0.75
59,951,3,0.5
200,96,5,1.0
16,197,5,1.0
61,678,3,0.5
271,199,4,0.75
271,709,3,0.5
142,169,5,1.0
275,597,3,0.5
222,151,3,0.5
87,40,3,0.5
207,258,4,0.75
272,1393,2,0.25
177,333,4,0.75
207,1115,2,0.25
299,577,3,0.5
271,378,4,0.75
305,425,4,0.75
49,959,2,0.25
94,1224,3,0.5
130,1017,3,0.5
10,175,3,0.5
203,321,3,0.5
191,286,4,0.75
43,323,3,0.5
21,558,5,1.0
197,96,5,1.0
194,66,3,0.5
308,402,4,0.75
308,640,4,0.75
269,522,5,1.0
94,265,4,0.75
268,62,3,0.5
272,12,5,1.0
121,291,3,0.5
296,20,5,1.0
134,286,3,0.5
180,462,5,1.0
104,117,2,0.25
38,758,1,0.0
269,845,1,0.0
7,163,4,0.75
275,405,2,0.25
52,250,3,0.5
102,823,3,0.5
178,731,4,0.75
236,71,3,0.5
256,781,5,1.0
263,176,5,1.0
244,186,3,0.5
279,1181,4,0.75
43,815,4,0.75
83,78,2,0.25
151,197,5,1.0
254,436,2,0.25
109,631,3,0.5
297,716,3,0.5
249,188,4,0.75
144,699,4,0.75
301,604,4,0.75
64,392,3,0.5
92,501,2,0.25
222,97,4,0.75
268,436,3,0.5
293,135,5,1.0
213,173,5,1.0
160,460,2,0.25
59,715,5,1.0
5,17,4,0.75
125,163,5,1.0
174,315,5,1.0
114,505,3,0.5
213,515,4,0.75
23,196,2,0.25
128,15,4,0.75
239,56,4,0.75
181,279,1,0.0
291,80,4,0.75
250,238,4,0.75
201,649,3,0.5
60,60,5,1.0
181,325,2,0.25
119,407,3,0.5
287,1,5,1.0
216,228,3,0.5
216,531,4,0.75
203,471,4,0.75
92,587,3,0.5
213,176,4,0.75
286,288,5,1.0
117,1047,2,0.25
99,111,1,0.0
11,558,3,0.5
65,47,2,0.25
295,194,4,0.75
269,217,2,0.25
85,259,2,0.25
250,596,5,1.0
137,144,5,1.0
201,960,2,0.25
257,137,4,0.75
111,328,4,0.75
91,480,4,0.75
215,211,4,0.75
181,938,1,0.0
189,1060,5,1.0
1,20,4,0.75
299,305,3,0.5
187,210,4,0.75
222,278,2,0.25
214,568,4,0.75
293,770,3,0.5
285,191,4,0.75
96,156,4,0.75
72,1110,3,0.5
115,1067,4,0.75
7,430,3,0.5
116,350,3,0.5
73,480,4,0.75
269,246,5,1.0
263,419,5,1.0
70,431,3,0.5
221,475,4,0.75
72,182,5,1.0
25,357,4,0.75
290,50,5,1.0
189,526,4,0.75
299,303,3,0.5
264,294,3,0.5
200,365,5,1.0
187,135,4,0.75
184,187,4,0.75
63,289,2,0.25
298,486,3,0.5
235,185,4,0.75
62,712,4,0.75
246,94,2,0.25
54,742,5,1.0
63,762,3,0.5
11,732,3,0.5
92,168,4,0.75
8,550,3,0.5
307,174,4,0.75
256,849,2,0.25
72,54,3,0.5
164,406,2,0.25
117,150,4,0.75
224,77,4,0.75
193,869,3,0.5
94,184,2,0.25
281,338,2,0.25
130,109,3,0.5
128,371,1,0.0
94,720,1,0.0
182,845,3,0.5
129,873,1,0.0
254,229,4,0.75
64,381,4,0.75
151,176,2,0.25
45,25,4,0.75
193,879,3,0.5
181,306,1,0.0
21,370,1,0.0
293,249,3,0.5
264,721,5,1.0
10,611,5,1.0
197,346,3,0.5
308,427,4,0.75
221,943,4,0.75
131,126,4,0.75
268,824,2,0.25
109,8,3,0.5
198,58,3,0.5
230,680,4,0.75
181,741,1,0.0
192,1061,4,0.75
90,900,4,0.75
193,941,4,0.75
128,603,5,1.0
126,905,2,0.25
244,265,4,0.75
90,289,3,0.5
157,25,3,0.5
305,71,3,0.5
119,382,5,1.0
21,222,2,0.25
231,181,4,0.75
280,508,3,0.5
288,132,3,0.5
301,33,4,0.75
72,699,3,0.5
90,259,2,0.25
308,55,3,0.5
59,742,3,0.5
94,744,4,0.75
130,642,4,0.75
26,1015,3,0.5
56,121,5,1.0
82,508,2,0.25
62,12,4,0.75
181,1015,1,0.0
152,301,3,0.5
178,845,4,0.75
217,597,4,0.75
79,303,4,0.75
138,484,4,0.75
308,81,5,1.0
75,284,2,0.25
269,198,4,0.75
307,94,3,0.5
222,781,3,0.5
121,740,3,0.5
269,22,1,0.0
230,742,5,1.0
269,507,4,0.75
239,1099,5,1.0
245,1028,5,1.0
56,546,3,0.5
295,961,5,1.0
271,1028,2,0.25
222,812,2,0.25
69,240,3,0.5
10,7,4,0.75
22,376,3,0.5
294,931,3,0.5
82,717,1,0.0
279,399,4,0.75
269,234,1,0.0
6,98,5,1.0
243,1039,4,0.75
298,181,4,0.75
282,325,1,0.0
78,323,1,0.0
118,200,5,1.0
283,1114,5,1.0
171,292,4,0.75
70,217,4,0.75
10,100,5,1.0
245,181,4,0.75
107,333,3,0.5
246,561,1,0.0
244,17,2,0.25
189,56,5,1.0
226,242,5,1.0
62,1016,4,0.75
214,478,4,0.75
306,235,4,0.75
222,26,3,0.5
280,631,5,1.0
60,430,5,1.0
56,71,4,0.75
42,274,5,1.0
1,202,5,1.0
173,289,4,0.75
15,749,1,0.0
185,23,4,0.75
280,540,3,0.5
244,381,4,0.75
150,293,4,0.75
7,497,4,0.75
178,317,4,0.75
178,742,3,0.5
95,1217,3,0.5
97,222,5,1.0
109,127,2,0.25
117,268,5,1.0
269,705,2,0.25
130,1246,3,0.5
264,655,4,0.75
207,13,3,0.5
42,588,5,1.0
246,409,2,0.25
87,367,4,0.75
101,304,3,0.5
256,127,4,0.75
92,794,3,0.5
181,762,2,0.25
213,235,1,0.0
92,739,2,0.25
292,661,5,1.0
246,665,4,0.75
274,845,5,1.0
188,692,5,1.0
18,86,4,0.75
236,632,3,0.5
193,407,4,0.75
144,709,4,0.75
90,1198,5,1.0
48,609,4,0.75
5,225,2,0.25
22,128,5,1.0
311,432,4,0.75
8,22,5,1.0
222,173,5,1.0
72,866,4,0.75
299,134,4,0.75
1,171,5,1.0
308,295,3,0.5
165,216,4,0.75
222,49,3,0.5
181,121,4,0.75
200,11,5,1.0
244,707,4,0.75
90,25,5,1.0
208,216,5,1.0
263,96,4,0.75
134,323,4,0.75
279,586,4,0.75
2,292,4,0.75
288,593,2,0.25
49,302,4,0.75
286,153,5,1.0
205,304,3,0.5
22,80,4,0.75
223,328,3,0.5
15,25,3,0.5
268,147,4,0.75
94,1220,3,0.5
274,405,4,0.75
7,492,5,1.0
268,217,2,0.25
16,55,5,1.0
164,620,3,0.5
290,161,4,0.75
92,515,4,0.75
239,1070,5,1.0
56,449,5,1.0
248,234,4,0.75
280,1049,2,0.25
308,187,5,1.0
192,948,3,0.5
122,509,4,0.75
85,588,3,0.5
262,931,2,0.25
201,272,3,0.5
181,870,2,0.25
295,739,4,0.75
263,568,4,0.75
295,39,4,0.75
201,1100,4,0.75
93,820,3,0.5
159,1028,5,1.0
158,665,2,0.25
293,423,3,0.5
82,597,3,0.5
217,2,3,0.5
83,660,4,0.75
189,20,5,1.0
222,796,4,0.75
146,1022,5,1.0
267,121,3,0.5
126,294,3,0.5
181,1060,1,0.0
125,80,4,0.75
43,120,4,0.75
253,259,2,0.25
42,44,3,0.5
77,518,4,0.75
291,686,5,1.0
268,21,3,0.5
262,28,3,0.5
29,245,3,0.5
236,57,5,1.0
158,729,3,0.5
156,661,4,0.75
232,52,5,1.0
168,866,5,1.0
37,288,4,0.75
141,245,3,0.5
235,230,4,0.75
102,70,3,0.5
77,172,3,0.5
90,506,5,1.0
186,566,5,1.0
44,660,5,1.0
118,774,5,1.0
7,661,5,1.0
49,1003,2,0.25
62,68,1,0.0
42,1028,4,0.75
178,433,4,0.75
85,51,2,0.25
77,474,5,1.0
58,1099,2,0.25
56,1047,4,0.75
197,688,1,0.0
286,99,4,0.75
90,258,3,0.5
181,1288,1,0.0
295,190,4,0.75
224,69,4,0.75
272,317,4,0.75
221,1010,3,0.5
66,877,1,0.0
207,318,5,1.0
7,648,5,1.0
87,82,5,1.0
195,1052,1,0.0
44,449,5,1.0
306,287,4,0.75
194,172,3,0.5
94,62,3,0.5
167,659,4,0.75
108,100,4,0.75
230,304,5,1.0
181,927,1,0.0
54,302,4,0.75
90,22,4,0.75
181,696,2,0.25
286,357,4,0.75
14,269,4,0.75
311,179,2,0.25
92,121,5,1.0
21,440,1,0.0
244,550,1,0.0
181,405,4,0.75
65,806,4,0.75
37,540,2,0.25
44,443,5,1.0
244,183,4,0.75
1,265,4,0.75
270,25,5,1.0
299,387,2,0.25
94,572,3,0.5
286,746,4,0.75
239,272,5,1.0
216,55,5,1.0
254,121,3,0.5
62,665,2,0.25
178,385,4,0.75
194,23,4,0.75
268,955,3,0.5
188,143,5,1.0
158,1098,4,0.75
207,845,3,0.5
161,48,1,0.0
305,654,4,0.75
47,324,3,0.5
64,736,4,0.75
191,751,3,0.5
7,378,5,1.0
59,92,5,1.0
69,268,5,1.0
10,461,3,0.5
21,129,4,0.75
58,9,4,0.75
194,152,3,0.5
7,200,5,1.0
113,126,5,1.0
173,328,5,1.0
95,233,4,0.75
16,194,5,1.0
59,323,4,0.75
311,654,3,0.5
292,589,4,0.75
43,203,4,0.75
79,50,4,0.75
235,70,5,1.0
125,190,5,1.0
284,322,3,0.5
254,378,3,0.5
255,1034,1,0.0
104,301,2,0.25
90,923,5,1.0
6,463,4,0.75
279,122,1,0.0
286,298,4,0.75
222,448,3,0.5
297,57,5,1.0
42,625,3,0.5
130,1217,4,0.75
254,357,3,0.5
109,475,1,0.0
230,1444,2,0.25
244,310,3,0.5
6,301,2,0.25
36,748,4,0.75
256,443,3,0.5
102,515,1,0.0
104,285,4,0.75
21,447,5,1.0
111,301,4,0.75
18,408,5,1.0
25,222,4,0.75
110,944,3,0.5
270,98,5,1.0
68,237,5,1.0
83,215,4,0.75
6,258,2,0.25
89,216,5,1.0
128,317,4,0.75
305,512,4,0.75
184,412,2,0.25
286,175,5,1.0
279,1428,3,0.5
256,86,5,1.0
221,48,5,1.0
140,332,3,0.5
190,977,2,0.25
11,227,3,0.5
201,203,5,1.0
150,181,5,1.0
126,245,3,0.5
20,208,2,0.25
144,742,4,0.75
181,930,1,0.0
109,566,4,0.75
85,1065,3,0.5
213,133,3,0.5
222,379,1,0.0
223,11,3,0.5
215,421,4,0.75
218,208,3,0.5
174,937,5,1.0
275,186,3,0.5
68,742,1,0.0
268,583,4,0.75
160,462,4,0.75
195,273,4,0.75
224,178,4,0.75
5,110,1,0.0
99,1016,5,1.0
2,251,5,1.0
292,9,4,0.75
72,568,4,0.75
85,228,3,0.5
83,281,5,1.0
92,831,2,0.25
7,543,3,0.5
87,401,2,0.25
287,926,4,0.75
1,155,2,0.25
222,53,5,1.0
24,64,5,1.0
7,554,3,0.5
82,56,3,0.5
161,318,3,0.5
196,393,4,0.75
56,91,4,0.75
82,477,3,0.5
7,472,2,0.25
256,761,4,0.75
226,56,4,0.75
279,741,5,1.0
308,1286,3,0.5
16,8,5,1.0
180,202,3,0.5
203,93,4,0.75
145,56,5,1.0
288,305,4,0.75
84,742,3,0.5
44,644,3,0.5
17,13,3,0.5
313,117,4,0.75
148,1,4,0.75
197,347,4,0.75
21,164,5,1.0
279,982,3,0.5
239,491,5,1.0
185,287,5,1.0
297,89,4,0.75
186,250,1,0.0
73,206,3,0.5
104,756,2,0.25
94,216,3,0.5
239,194,5,1.0
197,511,5,1.0
280,1,4,0.75
1,117,3,0.5
224,583,1,0.0
60,162,4,0.75
198,258,4,0.75
239,513,5,1.0
6,69,3,0.5
233,375,4,0.75
85,642,4,0.75
110,38,3,0.5
184,522,3,0.5
99,873,1,0.0
201,518,4,0.75
214,131,3,0.5
296,228,4,0.75
222,87,3,0.5
279,725,4,0.75
217,182,2,0.25
85,433,3,0.5
239,234,3,0.5
194,77,3,0.5
208,663,5,1.0
109,178,3,0.5
230,172,4,0.75
59,485,2,0.25
313,478,3,0.5
70,1133,3,0.5
62,182,5,1.0
198,234,3,0.5
65,125,4,0.75
174,660,5,1.0
90,12,5,1.0
130,1248,3,0.5
100,354,2,0.25
283,432,5,1.0
275,418,3,0.5
311,98,5,1.0
195,751,4,0.75
130,105,4,0.75
269,252,1,0.0
286,73,5,1.0
7,623,3,0.5
56,222,5,1.0
210,204,5,1.0
239,9,5,1.0
96,87,4,0.75
297,73,2,0.25
249,239,3,0.5
94,860,2,0.25
84,121,4,0.75
275,265,4,0.75
135,1046,3,0.5
291,1178,4,0.75
125,382,1,0.0
70,399,4,0.75
311,9,4,0.75
301,523,4,0.75
152,685,5,1.0
244,172,4,0.75
275,1091,2,0.25
53,281,4,0.75
198,118,2,0.25
244,790,4,0.75
26,125,4,0.75
151,13,3,0.5
124,496,1,0.0
24,191,5,1.0
271,65,3,0.5
307,634,3,0.5
294,1245,3,0.5
25,501,3,0.5
293,137,3,0.5
201,432,3,0.5
75,240,1,0.0
207,68,2,0.25
2,50,5,1.0
313,566,4,0.75
144,125,4,0.75
188,443,4,0.75
145,974,1,0.0
72,234,4,0.75
83,385,4,0.75
181,619,3,0.5
109,402,4,0.75
207,107,3,0.5
185,216,4,0.75
14,213,5,1.0
149,319,2,0.25
57,79,5,1.0
230,963,5,1.0
176,875,4,0.75
253,97,4,0.75
284,269,4,0.75
106,526,4,0.75
121,180,3,0.5
62,86,2,0.25
291,418,4,0.75
84,1033,4,0.75
293,380,2,0.25
207,58,3,0.5
194,187,4,0.75
109,97,3,0.5
283,845,4,0.75
297,275,5,1.0
181,334,1,0.0
78,255,4,0.75
11,425,4,0.75
308,59,4,0.75
193,1078,4,0.75
297,234,3,0.5
87,585,4,0.75
250,204,2,0.25
8,50,5,1.0
186,148,4,0.75
312,692,4,0.75
91,683,3,0.5
5,454,1,0.0
291,376,3,0.5
175,127,5,1.0
145,737,2,0.25
7,644,5,1.0
83,210,5,1.0
102,524,3,0.5
153,174,1,0.0
62,302,3,0.5
49,995,3,0.5
268,298,3,0.5
207,554,2,0.25
313,616,5,1.0
286,44,3,0.5
279,168,5,1.0
62,59,4,0.75
254,219,1,0.0
83,97,4,0.75
63,100,5,1.0
16,178,5,1.0
297,233,2,0.25
90,945,5,1.0
85,25,2,0.25
42,98,4,0.75
274,50,5,1.0
104,299,3,0.5
94,792,4,0.75
184,98,4,0.75
293,708,3,0.5
248,589,4,0.75
18,950,3,0.5
217,27,1,0.0
200,892,4,0.75
201,148,1,0.0
296,222,5,1.0
7,662,3,0.5
196,381,4,0.75
69,427,3,0.5
72,196,4,0.75
256,472,4,0.75
128,182,4,0.75
151,747,3,0.5
7,171,3,0.5
286,85,5,1.0
172,220,4,0.75
308,516,4,0.75
190,974,2,0.25
82,756,1,0.0
308,436,4,0.75
59,235,1,0.0
64,1063,3,0.5
145,756,2,0.25
220,298,4,0.75
21,324,4,0.75
285,269,4,0.75
207,65,3,0.5
198,658,3,0.5
220,333,3,0.5
210,70,4,0.75
181,14,1,0.0
158,128,2,0.25
143,682,3,0.5
75,237,2,0.25
199,221,4,0.75
223,1150,2,0.25
297,25,4,0.75
299,847,4,0.75
293,325,2,0.25
301,138,2,0.25
1,47,4,0.75
164,281,4,0.75
96,673,4,0.75
291,1016,4,0.75
7,451,5,1.0
233,177,4,0.75
6,517,4,0.75
202,283,3,0.5
214,117,4,0.75
184,602,4,0.75
277,257,3,0.5
194,212,1,0.0
95,68,4,0.75
25,257,4,0.75
6,23,4,0.75
38,573,1,0.0
313,436,4,0.75
22,241,3,0.5
262,617,3,0.5
130,569,3,0.5
66,181,5,1.0
21,948,1,0.0
262,174,3,0.5
206,302,5,1.0
222,22,5,1.0
76,61,4,0.75
151,703,4,0.75
314,28,5,1.0
44,258,4,0.75
16,89,2,0.25
270,558,5,1.0
248,117,5,1.0
125,318,5,1.0
138,523,5,1.0
268,386,2,0.25
291,15,5,1.0
239,96,5,1.0
15,331,3,0.5
94,155,2,0.25
136,89,4,0.75
223,423,3,0.5
82,194,4,0.75
145,355,3,0.5
280,845,3,0.5
179,339,1,0.0
178,199,4,0.75
307,949,4,0.75
10,488,5,1.0
116,331,3,0.5
23,258,5,1.0
308,174,4,0.75
185,114,4,0.75
188,237,3,0.5
118,654,5,1.0
246,721,4,0.75
194,239,3,0.5
94,24,4,0.75
122,378,4,0.75
312,100,4,0.75
262,64,5,1.0
154,242,3,0.5
223,763,3,0.5
99,403,4,0.75
83,43,4,0.75
130,307,4,0.75
174,402,5,1.0
256,487,5,1.0
59,177,4,0.75
161,168,1,0.0
244,53,3,0.5
250,196,4,0.75
43,40,3,0.5
285,150,5,1.0
42,953,2,0.25
97,670,5,1.0
122,510,4,0.75
61,323,3,0.5
222,106,2,0.25
4,264,3,0.5
304,259,1,0.0
37,403,5,1.0
49,68,1,0.0
165,372,5,1.0
176,324,5,1.0
3,335,1,0.0
56,869,3,0.5
44,15,4,0.75
190,117,4,0.75
29,189,4,0.75
94,174,4,0.75
130,949,3,0.5
117,181,5,1.0
19,435,5,1.0
194,191,4,0.75
158,24,4,0.75
56,447,4,0.75
262,223,3,0.5
214,137,4,0.75
92,747,4,0.75
188,96,5,1.0
58,173,5,1.0
244,154,5,1.0
134,879,4,0.75
298,625,4,0.75
254,230,4,0.75
230,138,3,0.5
16,209,5,1.0
151,835,5,1.0
181,1327,1,0.0
145,1248,3,0.5
200,588,5,1.0
248,257,3,0.5
297,432,4,0.75
312,133,5,1.0
151,12,5,1.0
110,568,3,0.5
305,483,5,1.0
141,258,5,1.0
44,240,4,0.75
186,263,3,0.5
214,213,4,0.75
233,208,4,0.75
104,287,2,0.25
312,153,2,0.25
1,222,4,0.75
206,323,1,0.0
230,419,4,0.75
56,450,3,0.5
94,651,5,1.0
205,316,4,0.75
14,174,5,1.0
268,790,2,0.25
83,929,3,0.5
268,580,3,0.5
222,1041,3,0.5
279,89,4,0.75
5,424,1,0.0
112,331,4,0.75
296,429,5,1.0
18,202,3,0.5
87,210,5,1.0
10,285,5,1.0
181,328,3,0.5
23,463,4,0.75
253,746,3,0.5
299,1047,2,0.25
66,1,3,0.5
216,174,5,1.0
290,208,3,0.5
79,1161,2,0.25
264,448,2,0.25
4,303,5,1.0
144,831,3,0.5
138,517,4,0.75
64,433,2,0.25
5,1,4,0.75
62,433,5,1.0
239,475,5,1.0
293,166,3,0.5
130,234,5,1.0
264,70,4,0.75
208,197,5,1.0
24,763,5,1.0
279,1162,3,0.5
3,245,1,0.0
101,596,3,0.5
162,1019,4,0.75
223,908,1,0.0
99,246,3,0.5
239,430,3,0.5
160,160,5,1.0
172,580,4,0.75
54,676,5,1.0
44,507,3,0.5
210,97,5,1.0
164,930,4,0.75
299,240,2,0.25
28,217,3,0.5
305,79,3,0.5
18,729,3,0.5
82,343,1,0.0
109,1012,4,0.75
207,25,4,0.75
92,1209,1,0.0
109,1,4,0.75
15,222,3,0.5
58,709,5,1.0
152,111,5,1.0
194,160,2,0.25
92,241,3,0.5
77,91,3,0.5
244,662,3,0.5
177,321,2,0.25
131,221,3,0.5
197,302,3,0.5
227,50,4,0.75
85,282,3,0.5
295,72,4,0.75
181,1,3,0.5
277,255,4,0.75
279,96,4,0.75
1,253,5,1.0
18,182,4,0.75
87,177,5,1.0
177,69,1,0.0
213,13,4,0.75
125,134,5,1.0
128,739,4,0.75
291,428,5,1.0
25,208,4,0.75
288,272,5,1.0
271,56,3,0.5
5,363,3,0.5
274,748,5,1.0
70,419,5,1.0
311,559,2,0.25
151,919,5,1.0
199,268,5,1.0
201,209,3,0.5
99,274,1,0.0
11,740,4,0.75
59,77,4,0.75
184,277,3,0.5
222,88,4,0.75
38,161,5,1.0
59,418,2,0.25
104,300,3,0.5
298,1346,3,0.5
180,1119,3,0.5
7,674,2,0.25
121,14,5,1.0
268,1041,1,0.0
252,277,4,0.75
210,527,5,1.0
312,573,5,1.0
308,215,3,0.5
75,546,3,0.5
117,15,5,1.0
246,239,3,0.5
64,516,5,1.0
85,187,5,1.0
239,81,3,0.5
59,54,4,0.75
256,220,3,0.5
216,196,5,1.0
203,282,1,0.0
144,153,5,1.0
100,268,3,0.5
210,274,5,1.0
94,471,4,0.75
125,657,3,0.5
65,1142,4,0.75
1,113,5,1.0
76,175,4,0.75
294,508,4,0.75
263,1451,4,0.75
294,930,3,0.5
121,117,1,0.0
85,13,3,0.5
212,180,1,0.0
6,492,5,1.0
181,240,1,0.0
279,746,5,1.0
184,191,4,0.75
310,116,5,1.0
313,22,3,0.5
314,1150,4,0.75
43,5,4,0.75
58,214,2,0.25
215,164,3,0.5
62,288,2,0.25
280,127,5,1.0
161,898,3,0.5
11,723,5,1.0
94,218,3,0.5
35,243,2,0.25
311,566,4,0.75
48,680,3,0.5
85,604,4,0.75
288,527,3,0.5
184,514,5,1.0
151,929,3,0.5
90,690,4,0.75
11,38,3,0.5
104,1016,1,0.0
106,582,4,0.75
181,1010,1,0.0
37,117,4,0.75
22,258,5,1.0
70,82,4,0.75
5,98,3,0.5
